epoch,accuracy,loss
0,0.09707193821668625,3.097062826156616
1,0.18000483512878418,2.7938125133514404
2,0.21616482734680176,2.6518161296844482
3,0.24267984926700592,2.5533688068389893
4,0.26134753227233887,2.478559970855713
5,0.26725897192955017,2.4332282543182373
6,0.27825215458869934,2.3777222633361816
7,0.28889963030815125,2.3342032432556152
8,0.293082594871521,2.3002452850341797
9,0.2992705702781677,2.2746167182922363
10,0.30442148447036743,2.2437217235565186
11,0.3122342526912689,2.2246508598327637
12,0.3162097632884979,2.2016825675964355
13,0.31814566254615784,2.187953233718872
14,0.3238842487335205,2.164602279663086
15,0.32229405641555786,2.159921884536743
16,0.3253016173839569,2.144704818725586
17,0.329899400472641,2.127362012863159
18,0.3334946632385254,2.105152130126953
19,0.33162790536880493,2.1091458797454834
20,0.3324921429157257,2.102949857711792
21,0.3335292339324951,2.0841166973114014
22,0.33802330493927,2.0661771297454834
23,0.34241366386413574,2.06526780128479
24,0.34203338623046875,2.044905185699463
25,0.3427248001098633,2.0394699573516846
26,0.34663116931915283,2.0235865116119385
27,0.3496733009815216,2.0260748863220215
28,0.34756454825401306,2.0252301692962646
29,0.34652745723724365,2.019979476928711
30,0.3506758511066437,1.9997572898864746
31,0.3501918613910675,1.998366117477417
32,0.3554118871688843,1.9891862869262695
33,0.35703667998313904,1.9834116697311401
34,0.35831576585769653,1.978710651397705
