epoch,accuracy,loss
0,0.12604141235351562,3.0641026496887207
1,0.19753171503543854,2.693113088607788
2,0.23182493448257446,2.561279058456421
3,0.2573028802871704,2.4579977989196777
4,0.27261728048324585,2.3863580226898193
5,0.2834721803665161,2.323676109313965
6,0.2931171655654907,2.290435314178467
7,0.303972065448761,2.2418758869171143
8,0.3042486310005188,2.23376202583313
9,0.3118194043636322,2.200087785720825
10,0.3172122836112976,2.1777286529541016
11,0.32357314229011536,2.1479294300079346
12,0.3265461325645447,2.135575294494629
13,0.32996854186058044,2.115685224533081
14,0.33435890078544617,2.0912041664123535
15,0.3269955515861511,2.1017839908599854
16,0.33380579948425293,2.0776596069335938
17,0.33546513319015503,2.063260555267334
18,0.340581476688385,2.0547120571136475
19,0.3442804217338562,2.036557912826538
20,0.34970787167549133,2.030802011489868
21,0.34970787167549133,2.022264242172241
22,0.3456977903842926,2.0128419399261475
23,0.3515055179595947,1.9903054237365723
24,0.35074499249458313,1.9869083166122437
25,0.3555501699447632,1.9863556623458862
26,0.3559650182723999,1.9803557395935059
27,0.35924914479255676,1.9628530740737915
28,0.3600788116455078,1.967541217803955
29,0.36128875613212585,1.9585386514663696
30,0.3567255437374115,1.9550888538360596
31,0.3634320795536041,1.949438214302063
32,0.3600788116455078,1.9505165815353394
33,0.36630138754844666,1.9372321367263794
34,0.36681991815567017,1.9323065280914307
