epoch,accuracy,loss
0,0.12611055374145508,3.0533294677734375
1,0.2099422663450241,2.6930572986602783
2,0.24734677374362946,2.5555262565612793
3,0.264216810464859,2.4631364345550537
4,0.2821930944919586,2.388866901397705
5,0.2928406000137329,2.328136920928955
6,0.30248555541038513,2.2888922691345215
7,0.3078784644603729,2.253840446472168
8,0.31506896018981934,2.223299026489258
9,0.32011616230010986,2.191601037979126
10,0.3231237232685089,2.173759937286377
11,0.3273066580295563,2.150449752807617
12,0.33186987042427063,2.1333351135253906
13,0.33715906739234924,2.110142230987549
14,0.33909496665000916,2.1014320850372314
15,0.34462612867355347,2.075779676437378
16,0.34587064385414124,2.0647478103637695
17,0.3444187045097351,2.0584020614624023
18,0.35074499249458313,2.0482325553894043
19,0.3492584824562073,2.031315565109253
20,0.3549624979496002,2.015204668045044
21,0.3582466244697571,2.003319263458252
22,0.3587997257709503,2.004350423812866
23,0.35631072521209717,1.9936132431030273
24,0.35938742756843567,1.9850400686264038
25,0.36308640241622925,1.9819544553756714
26,0.3654371201992035,1.9688316583633423
27,0.3614961802959442,1.9640222787857056
28,0.36370864510536194,1.9508185386657715
29,0.3713831305503845,1.9407228231430054
30,0.3747018277645111,1.9297089576721191
31,0.3700694739818573,1.9423706531524658
32,0.3727659285068512,1.9255841970443726
33,0.3745289742946625,1.9237531423568726
34,0.3731807768344879,1.9153285026550293
