epoch,accuracy,loss
0,0.1293601095676422,3.0524697303771973
1,0.2011961191892624,2.7066965103149414
2,0.23839320242404938,2.544832706451416
3,0.26618731021881104,2.4373230934143066
4,0.27801015973091125,2.3837356567382812
5,0.2882082462310791,2.3323535919189453
6,0.3011719286441803,2.2706611156463623
7,0.30597710609436035,2.252351760864258
8,0.3110243082046509,2.2339060306549072
9,0.32136067748069763,2.196307420730591
10,0.3202890157699585,2.1843724250793457
11,0.3250250518321991,2.1600377559661865
12,0.3263041377067566,2.1326472759246826
13,0.3341169059276581,2.120718002319336
14,0.3403049111366272,2.1116929054260254
15,0.3404431939125061,2.0857632160186768
16,0.341169148683548,2.080075263977051
17,0.34614720940589905,2.0633630752563477
18,0.34538665413856506,2.053764581680298
19,0.34908562898635864,2.052386522293091
20,0.3506067097187042,2.0401902198791504
21,0.3584194779396057,2.022482395172119
22,0.35793548822402954,2.0121541023254395
23,0.35475507378578186,2.013843059539795
24,0.35962942242622375,1.9939560890197754
25,0.3581774830818176,1.9865877628326416
26,0.36218756437301636,1.9813648462295532
27,0.36166903376579285,1.9807054996490479
28,0.36616310477256775,1.9707551002502441
29,0.36616310477256775,1.9622670412063599
30,0.3678570091724396,1.9603393077850342
31,0.37093374133110046,1.952439546585083
32,0.3709683120250702,1.936075210571289
33,0.3694472312927246,1.9413580894470215
34,0.37321534752845764,1.931431770324707
