epoch,accuracy,loss
0,0.102015420794487,3.1038453578948975
1,0.1852940171957016,2.7694246768951416
2,0.22128115594387054,2.6102192401885986
3,0.24333667755126953,2.5260119438171387
4,0.2566114664077759,2.4482834339141846
5,0.2724444270133972,2.399764060974121
6,0.27852872014045715,2.359294891357422
7,0.28775882720947266,2.335092782974243
8,0.2939468324184418,2.2865421772003174
9,0.29519134759902954,2.263813018798828
10,0.3062882423400879,2.229466438293457
11,0.30687591433525085,2.210954189300537
12,0.3116811215877533,2.1975860595703125
13,0.3174542784690857,2.170464277267456
14,0.3268226981163025,2.147671699523926
15,0.31942474842071533,2.138901948928833
16,0.32585474848747253,2.125145196914673
17,0.32996854186058044,2.1123952865600586
18,0.3311784863471985,2.106837272644043
19,0.33740103244781494,2.0905213356018066
20,0.3400629162788391,2.0713651180267334
21,0.33705535531044006,2.076760768890381
22,0.3394061028957367,2.0619308948516846
23,0.34462612867355347,2.0500340461730957
24,0.34549036622047424,2.0425429344177246
25,0.34269022941589355,2.0352602005004883
26,0.34680402278900146,2.023702621459961
27,0.3508141040802002,2.0123727321624756
28,0.3506758511066437,2.01170015335083
29,0.3505721390247345,2.006124258041382
30,0.35371798276901245,1.9944745302200317
31,0.35551559925079346,1.9909813404083252
32,0.35769349336624146,1.981685996055603
33,0.3529920279979706,1.9882782697677612
34,0.3575206696987152,1.9703744649887085
