epoch,accuracy,loss
0,0.12272271513938904,3.0801219940185547
1,0.21336467564105988,2.728440046310425
2,0.23732154071331024,2.5819320678710938
3,0.26235005259513855,2.4843978881835938
4,0.2725827097892761,2.415468454360962
5,0.2781830132007599,2.3796725273132324
6,0.29004043340682983,2.332486629486084
7,0.29816433787345886,2.283217668533325
8,0.30189788341522217,2.2592954635620117
9,0.3105403184890747,2.2265915870666504
10,0.31420472264289856,2.2012083530426025
11,0.3223286271095276,2.1803836822509766
12,0.32225948572158813,2.1667563915252686
13,0.32910430431365967,2.1460795402526855
14,0.32910430431365967,2.1198840141296387
15,0.33418604731559753,2.103449821472168
16,0.3325958549976349,2.0916688442230225
17,0.3381270170211792,2.0934176445007324
18,0.3394406735897064,2.073608160018921
19,0.3435198962688446,2.0522096157073975
20,0.34628546237945557,2.041271209716797
21,0.342759370803833,2.0427167415618896
22,0.34590521454811096,2.037501811981201
23,0.3508141040802002,2.010908365249634
24,0.3554118871688843,2.0047192573547363
25,0.3520931899547577,2.0020337104797363
26,0.35617244243621826,1.994734287261963
27,0.35513535141944885,1.9859944581985474
28,0.3631555438041687,1.98579740524292
29,0.35665640234947205,1.9681077003479004
30,0.3582811951637268,1.9681119918823242
31,0.3612196147441864,1.9647119045257568
32,0.3609430491924286,1.9623565673828125
33,0.36218756437301636,1.9545021057128906
34,0.36139246821403503,1.9469068050384521
