epoch,accuracy,loss
0,0.12095965445041656,3.0810294151306152
1,0.19227711856365204,2.7524707317352295
2,0.22325164079666138,2.6052353382110596
3,0.24413177371025085,2.509403944015503
4,0.2640785276889801,2.434145927429199
5,0.27272099256515503,2.386777877807617
6,0.2799806296825409,2.3381571769714355
7,0.2864106297492981,2.302372694015503
8,0.28571921586990356,2.2815330028533936
9,0.2968161106109619,2.244324207305908
10,0.30096450448036194,2.228515625
11,0.3078784644603729,2.201134443283081
12,0.3126145005226135,2.182940721511841
13,0.3167283236980438,2.167090654373169
14,0.3218100666999817,2.1404528617858887
15,0.32305458188056946,2.1294753551483154
16,0.32779064774513245,2.112499237060547
17,0.3290351629257202,2.1015102863311768
18,0.33307981491088867,2.0924887657165527
19,0.3368479311466217,2.0776705741882324
20,0.3386455476284027,2.071096181869507
21,0.3396480679512024,2.0632898807525635
22,0.3412037193775177,2.053140878677368
23,0.34265565872192383,2.0465376377105713
24,0.3417222797870636,2.0411205291748047
25,0.34676945209503174,2.0272648334503174
26,0.3464928865432739,2.0200908184051514
27,0.33995920419692993,2.013029098510742
28,0.35243889689445496,2.001861333847046
29,0.3498115837574005,1.9957269430160522
30,0.35617244243621826,1.9901397228240967
31,0.3527500331401825,1.9907549619674683
32,0.35548102855682373,1.9801853895187378
33,0.355826735496521,1.9842321872711182
34,0.3613233268260956,1.9688732624053955
