epoch,accuracy,loss
0,0.13489127159118652,3.012080430984497
1,0.21768589317798615,2.68703293800354
2,0.2468973696231842,2.5575053691864014
3,0.2665329873561859,2.4798636436462402
4,0.28495869040489197,2.3860347270965576
5,0.28672173619270325,2.3481736183166504
6,0.3002730906009674,2.312516689300537
7,0.30379921197891235,2.2705798149108887
8,0.30967608094215393,2.240863084793091
9,0.3128219246864319,2.216742753982544
10,0.3222249150276184,2.19882869720459
11,0.3236422836780548,2.171926736831665
12,0.3283783197402954,2.153014659881592
13,0.3322155773639679,2.1397454738616943
14,0.3351539969444275,2.122060775756836
15,0.33574169874191284,2.1038308143615723
16,0.3378504514694214,2.093038558959961
17,0.33868011832237244,2.0882575511932373
18,0.34486812353134155,2.072329521179199
19,0.34462612867355347,2.052611827850342
20,0.34718430042266846,2.049781322479248
21,0.34628546237945557,2.0428900718688965
22,0.34932762384414673,2.0237810611724854
23,0.3481176793575287,2.0195062160491943
24,0.3551699221134186,2.017165422439575
25,0.35205861926078796,1.9989571571350098
26,0.35641443729400635,1.9979956150054932
27,0.3562415838241577,1.9917758703231812
28,0.3585577607154846,1.9821467399597168
29,0.3626024127006531,1.9684377908706665
30,0.36308640241622925,1.9666469097137451
31,0.3600442409515381,1.9628067016601562
32,0.3630518317222595,1.9423357248306274
33,0.36398521065711975,1.9462958574295044
34,0.36564454436302185,1.946780800819397
