epoch,accuracy,loss
0,0.13848653435707092,3.039274215698242
1,0.20562104880809784,2.730872392654419
2,0.23206692934036255,2.5957252979278564
3,0.24897155165672302,2.5058178901672363
4,0.26594531536102295,2.4459590911865234
5,0.2765582203865051,2.383409023284912
6,0.28298822045326233,2.3473284244537354
7,0.2896256148815155,2.307037591934204
8,0.29647043347358704,2.2784879207611084
9,0.3016558885574341,2.246093988418579
10,0.3079821765422821,2.2202179431915283
11,0.30929580330848694,2.198303461074829
12,0.3104020357131958,2.1940107345581055
13,0.3115428388118744,2.1753809452056885
14,0.32509419322013855,2.1447770595550537
15,0.32212120294570923,2.1271629333496094
16,0.32315829396247864,2.1243114471435547
17,0.32944998145103455,2.096498489379883
18,0.3322501480579376,2.092400074005127
19,0.334635466337204,2.0757389068603516
20,0.332457572221756,2.0700528621673584
21,0.33819615840911865,2.061272144317627
22,0.3404086232185364,2.0563740730285645
23,0.33957892656326294,2.0465612411499023
24,0.34549036622047424,2.0351665019989014
25,0.3425865173339844,2.0292446613311768
26,0.3435198962688446,2.0185017585754395
27,0.3475991189479828,2.0077192783355713
28,0.3486362099647522,2.000093698501587
29,0.34963876008987427,1.996885895729065
30,0.3470114469528198,1.99106764793396
31,0.3491547703742981,1.9924376010894775
32,0.3527846038341522,1.9888988733291626
33,0.35537731647491455,1.9755370616912842
34,0.3540636897087097,1.978387713432312
