epoch,accuracy,loss
0,0.1256265789270401,3.098900079727173
1,0.20444567501544952,2.740015745162964
2,0.23141010105609894,2.6021769046783447
3,0.25222110748291016,2.496825695037842
4,0.26438966393470764,2.4411585330963135
5,0.27237528562545776,2.3927783966064453
6,0.28350675106048584,2.3400638103485107
7,0.2894873321056366,2.2976133823394775
8,0.29740381240844727,2.2755839824676514
9,0.30521658062934875,2.240504741668701
10,0.307359904050827,2.215798854827881
11,0.3101600706577301,2.1993353366851807
12,0.31175026297569275,2.1826796531677246
13,0.3185950815677643,2.160658836364746
14,0.3214643895626068,2.148559093475342
15,0.32664984464645386,2.1267385482788086
16,0.3328723907470703,2.105916976928711
17,0.3337366580963135,2.1005187034606934
18,0.33587998151779175,2.0909645557403564
19,0.3412382900714874,2.0615453720092773
20,0.3369516432285309,2.072827100753784
21,0.34320876002311707,2.0496699810028076
22,0.34676945209503174,2.045379877090454
23,0.34590521454811096,2.0365378856658936
24,0.34870535135269165,2.0245959758758545
25,0.353648841381073,2.0143799781799316
26,0.3495350480079651,2.015709638595581
27,0.35717496275901794,1.9955554008483887
28,0.3545822203159332,2.00187611579895
29,0.3559650182723999,1.9808136224746704
30,0.35434022545814514,1.9807671308517456
31,0.35848861932754517,1.972017526626587
32,0.36204931139945984,1.9668323993682861
33,0.3620147407054901,1.9673235416412354
34,0.3640197813510895,1.962285041809082
